PROGRAMA,CODIGO_SNIP,CODIGO_UNIFICADO,NOMBRE_PROYECTO,UNIDAD_EJECUTORA,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,BENEFICIARIOS,COSTO_TOTAL_INVERSION,MODALIDAD_FINANCIAMIENTO,ETAPA,ESTADO,FECHA_INICIO,FECHA_FIN,ESTADO_PIP_MEF,LATITUD,LONGITUD
PNSR,344418,2305673,"INSTALACION DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO RURAL EN LOS SECTORES DE NUEVA CALA CALA, ASPAEX, ASPAEX-I Y ASPAEX-III (LOS CARIBEÑOS), CENTRO POBLADO DE YACANGO, DISTRITO DE TORATA - MARISCAL NIETO - MOQUEGUA",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,MOQUEGUA,MARISCAL NIETO,TORATA,180106,520,9312007.04,OBRAS POR IMPUESTO,OBRA,CONCLUIDO,2022-04-06,2023-02-22,ACTIVO,-16.942979999999977,-70.67124999999999
PNSR,350013,2312883,"MEJORAMIENTO DEL SISTEMA DE SANEAMIENTO EN LA COMUNIDAD DE HUILLCARPAY, DISTRITO DE SAN SEBASTIAN - CUSCO - CUSCO",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,CUSCO,CUSCO,SAN SEBASTIAN,80105,367,3842416.7,OBRAS POR IMPUESTO,OBRA,CONCLUIDO,2022-05-10,2022-11-22,ACTIVO,-13.523489999999981,-71.93059999999997
PNSR,376847,2337923,"CREACION DE UNIDADES BÁSICAS DE SANEAMIENTO EN EL CASERÍO LA CUADRATURA, DISTRITO DE HUALGAYOC - HUALGAYOC - CAJAMARCA",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,CAJAMARCA,HUALGAYOC,HUALGAYOC,60703,672,3203961.1,OBRAS POR IMPUESTO,OBRA,CONCLUIDO,2022-09-29,2023-04-25,ACTIVO,-6.709626592999939,-78.54598142699996
PNSR,2497437,2497437,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO CONDORCOCHA DEL DISTRITO DE LA UNION - PROVINCIA DE TARMA - DEPARTAMENTO DE JUNIN,PROGRAMA NACIONAL DE SANEAMIENTO RURAL,JUNÍN,TARMA,LA UNION,120705,1487,7593649.94,OBRAS POR IMPUESTO,OBRA,EN EJECUCIÓN,2023-06-30,2023-09-23,ACTIVO,-5.396789999999953,-80.74060999999995
PNSR,299528,2202459,"INSTALACION DE LOS SERVICIOS DE AGUA POTABLE, DISPOSICIÓN SANITARIA DE EXCRETAS Y DE AGUAS GRISES EN LA COMUNIDAD NATIVA DE EPEMIMU, DISTRITO DE IMAZA, PROVINCIA DE BAGUA, DEPARTAMENTO DE AMAZONAS",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,AMAZONAS,BAGUA,IMAZA,10205,325,1893552.64,NÚCLEO EJECUTOR,OBRA,POST EJECUCIÓN,2015-08-19,2016-01-30,ACTIVO,-4.930039999999963,-78.22958999999997
PNSR,299634,2235422,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE E INSTALACIÓN DE LA DISPOSICION SANITARIA DE EXCRETAS Y DE AGUAS GRISES EN LA COMUNIDAD NATIVA DE WAWAS, DISTRITO DE IMAZA, PROVINCIA DE BAGUA, DEPARTAMENTO DE AMAZONAS",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,AMAZONAS,BAGUA,IMAZA,10205,427,2338323.94,NÚCLEO EJECUTOR,OBRA,POST EJECUCIÓN,2015-07-17,2016-05-26,ACTIVO,-4.930039999999963,-78.22958999999997
PNSR,308260,2305484,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO DE 7 DE JUNIO, DISTRITO DE JEPELACIO, PROVINCIA DE MOYOBAMBA, DEPARTAMENTO DE SAN MARTÍN",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,SAN MARTIN,MOYOBAMBA,JEPELACIO,220104,311,1811849.76,NÚCLEO EJECUTOR,OBRA,POST EJECUCIÓN,2016-10-04,2019-04-01,ACTIVO,-6.10830999999996,-76.91625999999997
PNSR,303322,2293850,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO DE OCHAME, DISTRITO DE JEPELACIO, PROVINCIA DE MOYOBAMBA, DEPARTAMENTO DE SAN MARTIN",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,SAN MARTIN,MOYOBAMBA,JEPELACIO,220104,260,2446000.93,NÚCLEO EJECUTOR,OBRA,POST EJECUCIÓN,2017-04-01,2020-02-29,ACTIVO,-6.10830999999996,-76.91625999999997
PNSR,309623,2307770,"MEJORAMIENTO Y AMPLIACIÓN  DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO LA CRUZ DEL ALTO MAYO, DISTRITO DE MOYOBAMBA, PROVINCIA DE MOYOBAMBA, DEPARTAMENTO DE SAN MARTÍN",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,220101,300,1986271.81,NÚCLEO EJECUTOR,OBRA,POST EJECUCIÓN,2017-04-01,2019-07-31,ACTIVO,-6.032709999999952,-76.97229999999996
PNSR,309763,2304268,"MEJORAMIENTO Y AMPLIACIÓN  DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO EL IMPERIO DE CACHIYACU, DISTRITO DE MOYOBAMBA, PROVINCIA DE MOYOBAMBA, DEPARTAMENTO DE SAN MARTÍN",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,220101,252,1984743.44,NÚCLEO EJECUTOR,OBRA,POST EJECUCIÓN,2016-10-04,2018-08-30,ACTIVO,-6.032709999999952,-76.97229999999996
PNSR,303263,2269263,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO DE ALTO JERILLO, DISTRITO JEPELACIO, PROVINCIA DE MOYOBAMBA, DEPARTAMENTO DE SAN MARTIN",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,SAN MARTIN,MOYOBAMBA,JEPELACIO,220104,227,1960302.18,NÚCLEO EJECUTOR,OBRA,POST EJECUCIÓN,2016-10-04,2017-09-30,ACTIVO,-6.10830999999996,-76.91625999999997
PNSR,303118,2282899,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO DE CAMPO ALEGRE, DISTRITO DE MOYOBAMBA, PROVINCIA DE MOYOBAMBA, DEPARTAMENTO DE SAN MARTÍN",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,220101,207,1451784.56,NÚCLEO EJECUTOR,OBRA,POST EJECUCIÓN,2016-10-04,2017-08-28,ACTIVO,-6.032709999999952,-76.97229999999996
PNSR,303317,2282888,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO DE PLAYA HERMOSA, DISTRITO DE MOYOBAMBA, PROVINCIA DE MOYOBAMBA, DEPARTAMENTO DE SAN MARTÍN",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,220101,410,2526714.99,NÚCLEO EJECUTOR,OBRA,POST EJECUCIÓN,2016-10-04,2017-11-24,ACTIVO,-6.032709999999952,-76.97229999999996
PNSR,308228,2313403,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO DE CARACHUPAYACU, DISTRITO DE JEPELACIO, PROVINCIA DE MOYOBAMBA, DEPARTAMENTO DE SAN MARTÍN",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,SAN MARTIN,MOYOBAMBA,JEPELACIO,220104,279,2036679.77,NÚCLEO EJECUTOR,OBRA,TRANSFERENCIA,2017-04-01,2018-05-24,ACTIVO,-6.10830999999996,-76.91625999999997
PNSR,309879,2310682,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO ALAN GARCÍA, DISTRITO DE MOYOBAMBA, PROVINCIA DE MOYOBAMBA, DEPARTAMENTO DE SAN MARTÍN",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,220101,263,2366485.61,NÚCLEO EJECUTOR,OBRA,POST EJECUCIÓN,2017-04-01,2018-12-20,ACTIVO,-6.032709999999952,-76.97229999999996
PNSR,303261,2302779,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO DE GANIMIDES, DISTRITO DE MOYOBAMBA, PROVINCIA DE MOYOBAMBA, DEPARTAMENTO DE SAN MARTIN",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,220101,323,2504658.17,NÚCLEO EJECUTOR,OBRA,POST EJECUCIÓN,2017-05-15,2019-07-22,ACTIVO,-6.032709999999952,-76.97229999999996
PNSR,303111,2269268,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO DE ALTO RIOJA, DISTRITO DE JEPELACIO, PROVINCIA DE MOYOBAMBA, DEPARTAMENTO DE SAN MARTÍN",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,SAN MARTIN,MOYOBAMBA,JEPELACIO,220104,268,1840930.21,NÚCLEO EJECUTOR,OBRA,POST EJECUCIÓN,2016-10-04,2017-09-29,ACTIVO,-6.10830999999996,-76.91625999999997
PNSR,303123,2269264,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO DE BARRANQUITA, DISTRITO DE JEPELACIO, PROVINCIA DE MOYOBAMBA, DEPARTAMENTO DE SAN MARTÍN",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,SAN MARTIN,MOYOBAMBA,JEPELACIO,220104,295,2185034.95,NÚCLEO EJECUTOR,OBRA,POST EJECUCIÓN,2016-10-04,2019-07-31,ACTIVO,-6.10830999999996,-76.91625999999997
PNSR,303310,2269267,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO DE EL LAUREL, DISTRITO DE JEPELACIO, PROVINCIA DE MOYOBAMBA, DEPARTAMENTO DE SAN MARTIN",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,SAN MARTIN,MOYOBAMBA,JEPELACIO,220104,221,2133355.52,NÚCLEO EJECUTOR,OBRA,POST EJECUCIÓN,2016-10-04,2018-09-10,ACTIVO,-6.10830999999996,-76.91625999999997
PNSR,309197,2295438,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO DE EL TRIUNFO, DISTRITO DE JEPELACIO, PROVINCIA DE MOYOBAMBA, DEPARTAMENTO DE SAN MARTÍN",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,SAN MARTIN,MOYOBAMBA,JEPELACIO,220104,292,1855646.67,NÚCLEO EJECUTOR,OBRA,POST EJECUCIÓN,2016-10-04,2017-05-04,ACTIVO,-6.10830999999996,-76.91625999999997
PNSR,313816,2254974,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO DE LA PRIMAVERA, DISTRITO DE NUEVA CAJAMARCA, PROVINCIA DE RIOJA, DEPARTAMENTO DE SAN MARTÍN",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,220804,377,2602216.03,NÚCLEO EJECUTOR,OBRA,POST EJECUCIÓN,2017-04-03,2021-09-30,ACTIVO,-5.8952299999999696,-77.33035999999998
PNSR,303112,2269260,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO DE BARBASCAL, DISTRITO DE JEPELACIO, PROVINCIA DE MOYOBAMBA, DEPARTAMENTO DE SAN MARTÍN",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,SAN MARTIN,MOYOBAMBA,JEPELACIO,220104,207,1567529.37,NÚCLEO EJECUTOR,OBRA,POST EJECUCIÓN,2016-10-04,2019-07-05,ACTIVO,-6.10830999999996,-76.91625999999997
PNSR,303120,2274192,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO DE PEDRO PASCASIO NORIEGA, DISTRITO MOYOBAMBA, PROVINCIA MOYOBAMBA, DEPARTAMENTO DE SAN MARTIN",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,220101,288,1764676.87,NÚCLEO EJECUTOR,OBRA,POST EJECUCIÓN,2016-10-04,2017-05-03,ACTIVO,-6.032709999999952,-76.97229999999996
PNSR,303320,2286903,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO DE POTRERILLO, DISTRITO DE JEPELACIO, PROVINCIA DE MOYOBAMBA, DEPARTAMENTO DE SAN MARTIN",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,SAN MARTIN,MOYOBAMBA,JEPELACIO,220104,347,1746264.97,NÚCLEO EJECUTOR,OBRA,POST EJECUCIÓN,2016-10-04,2017-06-23,ACTIVO,-6.10830999999996,-76.91625999999997
PNSR,309766,2307726,"MEJORAMIENTO Y AMPLIACIÓN  DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO DE NUEVO EDEN, DISTRITO DE MOYOBAMBA, PROVINCIA DE MOYOBAMBA, DEPARTAMENTO DE SAN MARTÍN",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,220101,300,2226458.13,NÚCLEO EJECUTOR,OBRA,POST EJECUCIÓN,2017-04-03,2019-11-18,ACTIVO,-6.032709999999952,-76.97229999999996
PNSR,378396,2339543,"INSTALACIÓN DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN LA COMUNIDAD NATIVA DE LOMA LINDA , DISTRITO DE BALSAPUERTO, PROVINCIA DE ALTO AMAZONAS, DEPARTAMENTO DE LORETO",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,LORETO,ALTO AMAZONAS,BALSAPUERTO,160202,203,2424139.61,NÚCLEO EJECUTOR,OBRA,PARALIZADA,2019-09-02,2023-09-23,ACTIVO,-5.817119999999932,-76.50426999999996
PNSR,309765,2302782,"MEJORAMIENTO Y AMPLIACIÓN  DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO EL COLCA, DISTRITO DE NUEVA CAJAMARCA, PROVINCIA DE RIOJA, DEPARTAMENTO DE SAN MARTÍN",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,220804,214,1739446.85,NÚCLEO EJECUTOR,OBRA,POST EJECUCIÓN,2016-11-07,2017-11-10,ACTIVO,-5.8952299999999696,-77.33035999999998
PNSR,309622,2303088,"MEJORAMIENTO Y AMPLIACIÓN  DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO DE ALFONSO UGARTE, DISTRITO DE JEPELACIO, PROVINCIA DE MOYOBAMBA, DEPARTAMENTO DE SAN MARTÍN",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,SAN MARTIN,MOYOBAMBA,JEPELACIO,220104,224,1775812.59,NÚCLEO EJECUTOR,OBRA,POST EJECUCIÓN,2017-04-01,2018-05-07,ACTIVO,-6.10830999999996,-76.91625999999997
PNSR,303305,2293853,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO EMILIO SAN MARTIN, DISTRITO DE JEPELACIO, PROVINCIA DE MOYOBAMBA, DEPARTAMENTO DE SAN MARTIN",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,SAN MARTIN,MOYOBAMBA,JEPELACIO,220104,205,1671463.35,NÚCLEO EJECUTOR,OBRA,POST EJECUCIÓN,2016-10-04,2017-10-19,ACTIVO,-6.10830999999996,-76.91625999999997
PNSR,309617,2305482,"MEJORAMIENTO Y AMPLIACIÓN  DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO NUEVO PIURA, DISTRITO DE MOYOBAMBA, PROVINCIA DE MOYOBAMBA, DEPARTAMENTO DE SAN MARTÍN",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,220101,224,2418289.1,NÚCLEO EJECUTOR,OBRA,POST EJECUCIÓN,2016-10-04,2017-07-27,ACTIVO,-6.032709999999952,-76.97229999999996
PNSR,309760,2295439,"MEJORAMIENTO Y AMPLIACIÓN  DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO DE NUEVO MOYOBAMBA, DISTRITO DE MOYOBAMBA, PROVINCIA DE MOYOBAMBA, DEPARTAMENTO DE SAN MARTÍN",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,220101,211,1510054.44,NÚCLEO EJECUTOR,OBRA,POST EJECUCIÓN,2016-10-04,2017-06-21,ACTIVO,-6.032709999999952,-76.97229999999996
PNSR,299036,2260572,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO DEL CENTRO POBLADO DE CCACTUS URCCO , DISTRITO DE VINCHOS - HUAMANGA - AYACUCHO",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,AYACUCHO,HUAMANGA,VINCHOS,50114,548,2372085.64,NÚCLEO EJECUTOR,OBRA,CERRADO,2019-08-05,2020-08-25,CERRADO,-13.328679999999963,-74.35216999999994
PNSR,295410,2261539,"INSTALACION DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN EL CENTRO POBLADO ALTO CAPIRUSHARI, DISTRITO DE MAZAMARI - SATIPO - JUNIN",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,JUNIN,SATIPO,MAZAMARI,120604,203,2049815.55,NÚCLEO EJECUTOR,OBRA,CERRADO,2019-11-11,2021-01-10,CERRADO,-11.325359999999932,-74.52975999999995
PNSR,293341,2254845,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN EL CENTRO POBLADO SANTA MARTHA, DISTRITO DE MAZAMARI - SATIPO - JUNIN",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,JUNIN,SATIPO,MAZAMARI,120604,432,1960808.53,NÚCLEO EJECUTOR,OBRA,CERRADO,2019-12-02,2021-03-09,CERRADO,-11.325359999999932,-74.52975999999995
PNSR,291566,2235582,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DE ANAPATE, DISTRITO DE RÍO TAMBO, PROVINCIA DE SATIPO, DEPARTAMENTO DE JUNÍN",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,JUNIN,SATIPO,RIO TAMBO,120608,392,2463102.97,NÚCLEO EJECUTOR,OBRA,CERRADO,2021-06-01,2021-11-26,CERRADO,-11.145289999999932,-74.22880999999995
PNSR,300527,2260362,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO BASICO DE LA LOCALIDAD DE EL CONVENTO, DISTRITO DE LLAPA - SAN MIGUEL - CAJAMARCA",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,CAJAMARCA,SAN MIGUEL,LLAPA,61107,229,2573289.51,NÚCLEO EJECUTOR,OBRA,POST EJECUCIÓN,2019-09-12,2020-12-23,ACTIVO,-6.891219999999976,-78.74142999999998
PNSR,289814,2266065,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SERVICIO DE SANEAMIENTO EN EL CENTRO POBLADO SELVA VERDE, DISTRITO DE ARAMANGO - BAGUA - AMAZONAS",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,AMAZONAS,BAGUA,ARAMANGO,10202,220,1591537.53,NÚCLEO EJECUTOR,OBRA,POST EJECUCIÓN,2019-09-04,2020-12-09,ACTIVO,-5.416459999999972,-78.43733999999995
PNSR,292598,2235656,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO HEBRON, DISTRITO DE NIEVA, PROVINCIA DE CONDORCANQUI - AMAZONAS",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,AMAZONAS,CONDORCANQUI,NIEVA,10401,217,1941678.84,NÚCLEO EJECUTOR,OBRA,TRANSFERENCIA,2019-11-07,2020-12-22,ACTIVO,-4.595339999999965,-77.86773999999997
PNSR,292308,2235550,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SISTEMA DE SANEAMIENTO BASICO EN LA LOCALIDAD DE BAJO CELENDIN , DISTRITO DE PANGOA - SATIPO - JUNIN",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,JUNIN,SATIPO,PANGOA,120606,311,1693013.18,NÚCLEO EJECUTOR,OBRA,CERRADO,2019-08-19,2020-03-12,CERRADO,-11.43148999999994,-74.48758999999995
PNSR,292352,2235254,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BÁSICO EN EL CENTRO POBLADO VALLE HERMOSO, DISTRITO DE JEPELACIO, PROVINCIA DE MOYOBAMBA, DEPARTAMENTO DE SAN MARTÍN",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,SAN MARTIN,MOYOBAMBA,JEPELACIO,220104,264,2571435.44,NÚCLEO EJECUTOR,OBRA,POST EJECUCIÓN,2019-12-10,2021-08-06,ACTIVO,-6.10830999999996,-76.91625999999997
PNSR,291531,2235731,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE E INSTALACIÓN DEL SERVICIO DE DISPOSICIÓN SANITARIA DE EXCRETAS EN EL CENTRO POBLADO CENTRO HUAHUARI, DISTRITO DE RIO NEGRO - SATIPO - JUNÍN",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,JUNIN,SATIPO,RIO NEGRO,120607,349,1906506.09,NÚCLEO EJECUTOR,OBRA,CERRADO,2019-08-15,2020-03-15,CERRADO,-11.100989999999967,-74.69651999999996
PNSR,292365,2235257,"INSTALACIÓN DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BÁSICO EN EL CENTRO POBLADO SAN ANDRES, DISTRITO DE JEPELACIO - MOYOBAMBA - SAN MARTÍN",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,SAN MARTIN,MOYOBAMBA,JEPELACIO,220104,255,2396787.16,NÚCLEO EJECUTOR,OBRA,POST EJECUCIÓN,2020-02-06,2021-03-30,ACTIVO,-6.10830999999996,-76.91625999999997
PNSR,294484,2286781,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE E INSTALACIÓN DEL SERVICIO DE SANEAMIENTO EN EL CENTRO POBLADO EL TRIUNFO, DISTRITO DE LA PECA- BAGUA-AMAZONAS",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,AMAZONAS,BAGUA,LA PECA,10206,287,2512458.69,NÚCLEO EJECUTOR,OBRA,POST EJECUCIÓN,2019-11-11,2020-12-19,ACTIVO,-5.608009999999979,-78.43291999999997
PNSR,291755,2200344,"INSTALACIÓN DEL SERVICIO DE DISPOSICIÓN SANITARIA DE EXCRETAS EN EL CASERIO SAN PEDRO DE LAGARTO, DISTRITO DE RAYMONDI, PROVINCIA DE ATALAYA, DEPARTAMENTO DE UCAYALI",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,UCAYALI,ATALAYA,RAYMONDI,250201,257,1551047.69,NÚCLEO EJECUTOR,OBRA,CERRADO,2019-11-04,2021-02-13,CERRADO,-10.729669999999942,-73.75943999999998
PNSR,285504,2256363,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO EN EL CASERIO DE CRUZ DE PIEDRA, DISTRITO DE HUARMACA - HUANCABAMBA - PIURA",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,PIURA,HUANCABAMBA,HUARMACA,200304,292,2113947.73,NÚCLEO EJECUTOR,OBRA,CERRADO,2019-10-16,2021-03-01,CERRADO,-5.584619999999973,-79.52109999999999
PNSR,292708,2266328,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SISTEMA DE SANEAMIENTO BASICO DE LA LOCALIDAD DE SHUMAYA , DISTRITO DE HUARANGO - SAN IGNACIO - CAJAMARCA",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,CAJAMARCA,SAN IGNACIO,HUARANGO,60903,344,2493001.15,NÚCLEO EJECUTOR,OBRA,POST EJECUCIÓN,2019-12-09,2021-01-20,ACTIVO,-5.285869999999932,-78.80639999999994
PNSR,288653,2198259,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CASERIO PAMPAS VERDES, DISTRITO DE CAMPO VERDE, PROVINCIA DE CORONEL PORTILLO, UCAYALI",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,250102,236,2230377.5,NÚCLEO EJECUTOR,OBRA,POST EJECUCIÓN,2019-10-15,2021-01-16,ACTIVO,-8.473279999999932,-74.80614999999995
PNSR,300384,2262313,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO BASICO DE LA LOCALIDAD DE SURO ANTIVO, DISTRITO DE TUMBADEN - SAN PABLO - CAJAMARCA",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,CAJAMARCA,SAN PABLO,TUMBADEN,61204,243,2425458.73,NÚCLEO EJECUTOR,OBRA,TRANSFERENCIA,2019-09-09,2020-12-23,ACTIVO,-7.041859999999929,-78.75481999999994
PNSR,288340,2235543,"AMPLIACION Y MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y SANEAMIENTO DEL CASERIO PENA BLANCA , DISTRITO DE CUMBA - UTCUBAMBA - AMAZONAS",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,AMAZONAS,UTCUBAMBA,CUMBA,10703,212,2476955.9,NÚCLEO EJECUTOR,OBRA,CERRADO,2019-09-04,2020-10-08,CERRADO,-5.8956099999999765,-78.68562999999995
PNSR,284520,2235529,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO EN EL CASERIO DE PIRGA, DISTRITO DE HUARMACA - HUANCABAMBA - PIURA",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,PIURA,HUANCABAMBA,HUARMACA,200304,374,2245907.22,NÚCLEO EJECUTOR,OBRA,CERRADO,2019-09-23,2021-05-06,CERRADO,-5.584619999999973,-79.52109999999999
